,Unnamed: 0,epoch,phase,loss,overall_dice,diastolic_dice,systolic_dice,time_taken,intersection_size,gpu_memory_allocated,gpu_memory_reserved,batch_size,model
27,27,13,val,0.1071021193590042,0.7963941813855937,0.7472982553244317,0.8319050055921289,233.61681056022644,1288,5329208320,18815647744,2,DPT-Large
28,28,14,train,0.091497716541956,0.7969022089758493,0.7845023965621408,0.8054220858502764,3712.496297836304,7460,18285970944,18815647744,2,DPT-Large
29,29,14,val,1.4037992522386804,0.3273126312341847,0.2573276627210014,0.3934319857248427,235.6406762599945,1288,5332071424,18815647744,2,DPT-Large
30,30,15,train,0.090924472157123,0.7983352711352385,0.785812964923187,0.806936048488728,3694.8323760032654,7460,18288215552,18815647744,2,DPT-Large
31,31,15,val,0.1068785648666901,0.7133642307965785,0.7256732008135944,0.7052743353405433,233.57344675064087,1288,5331432448,18815647744,2,DPT-Large
32,32,16,train,0.0906659639031045,0.7992047796205173,0.7871556621574363,0.8074812455924255,3734.815582513809,7460,18289710592,18815647744,2,DPT-Large
33,33,16,val,1.483752244385284,0.3524468423232753,0.2743503906559187,0.4276940931105308,239.09974598884585,1288,5331125248,18815647744,2,DPT-Large
34,34,17,train,0.0908553241868114,0.7990088864362522,0.7863582977112861,0.8076993145725566,3751.3236615657806,7460,18287019520,18815647744,2,DPT-Large
35,35,17,val,0.1081794307990164,0.7977575856521996,0.7493133925369672,0.8322820330883974,236.8296246528625,1288,5332796416,18815647744,2,DPT-Large
36,36,18,train,0.0909550918892018,0.7985608508316469,0.7861495583852051,0.8070807114303514,3708.769220113754,7460,18289837568,18815647744,2,DPT-Large
37,37,18,val,0.2070013811295439,0.2001713098130958,0.1716242159506913,0.2173626505302258,223.9561851024628,1288,5327856640,18815647744,2,DPT-Large
38,38,19,train,0.0904851748808055,0.7997667660045481,0.787828707883165,0.8079597697574377,3521.03280544281,7460,18287613440,18815647744,2,DPT-Large
39,39,19,val,0.1419659870661231,0.5632508153119947,0.5707825605033766,0.5584993777924461,223.6131317615509,1288,5333693440,18815647744,2,DPT-Large
